"hh_id","region","urban","sex_head","age_head","education_head","employment_type","asset_index","subjective_poverty","food_insecurity","household_size","program_access","chronic_illness"
672,"South","Urban","Male",59,"Primary","Subsistence","Low","Average","Mild",10,0,0
673,"South","Rural","Male",45,"Primary","Formal","Medium","Well-off","Severe",9,1,0
674,"North","Rural","Male",24,"Secondary+","Formal","Low","Average","Moderate",4,1,0
675,"Central","Rural","Male",44,"Secondary+","Informal","Low","Average","Severe",10,0,0
676,"South","Rural","Male",50,"Primary","Formal","Medium","Poor","Secure",7,0,0
677,"South","Rural","Male",60,"Secondary+","Subsistence","Low","Well-off","Secure",5,0,0
678,"North","Urban","Male",46,"None","Subsistence","Medium","Poor","Secure",10,0,0
679,"North","Urban","Female",22,"None","Informal","Low","Average","Severe",5,0,0
680,"North","Urban","Male",45,"Primary","Formal","Low","Poor","Secure",3,0,0
681,"South","Rural","Male",31,"None","Informal","High","Well-off","Severe",1,0,0
682,"South","Rural","Male",33,"None","Informal","Low","Well-off","Moderate",10,0,0
683,"North","Urban","Male",33,"None","Informal","Medium","Average","Secure",8,0,0
684,"North","Rural","Female",35,"Secondary+","Informal","Low","Average","Moderate",1,0,0
685,"Central","Rural","Female",59,"None","Subsistence","Low","Well-off","Severe",9,1,0
686,"South","Urban","Male",35,"Secondary+","Formal","Low","Poor","Severe",6,0,0
687,"South","Rural","Male",40,"Primary","Informal","Low","Poor","Severe",9,0,0
688,"Central","Rural","Male",47,"None","Formal","Medium","Well-off","Severe",2,0,0
689,"North","Rural","Male",56,"None","Informal","Low","Poor","Mild",8,1,0
690,"South","Rural","Male",37,"Secondary+","Subsistence","Medium","Well-off","Moderate",8,0,0
691,"North","Rural","Female",35,"Primary","Formal","Medium","Average","Mild",5,0,0
692,"North","Rural","Female",39,"None","Subsistence","High","Average","Moderate",6,1,0
693,"South","Urban","Male",31,"None","Subsistence","High","Poor","Secure",10,0,0
694,"Central","Urban","Male",56,"None","Informal","Low","Poor","Moderate",6,0,0
695,"South","Urban","Male",19,"None","Subsistence","Medium","Average","Severe",1,0,0
696,"South","Rural","Male",39,"Primary","Subsistence","Low","Average","Moderate",5,0,0
697,"South","Rural","Male",28,"None","Informal","High","Average","Secure",7,0,0
698,"Central","Rural","Female",22,"Primary","Subsistence","Medium","Well-off","Moderate",7,1,0
699,"North","Rural","Male",45,"Primary","Formal","High","Poor","Moderate",1,0,0
700,"South","Urban","Male",63,"Primary","Formal","Medium","Average","Mild",5,0,1
701,"South","Rural","Male",65,"None","Subsistence","High","Well-off","Mild",9,0,0
702,"Central","Rural","Male",38,"Secondary+","Subsistence","Low","Poor","Moderate",9,0,0
703,"Central","Rural","Male",37,"Primary","Subsistence","Low","Average","Moderate",5,1,0
704,"Central","Rural","Male",39,"None","Formal","High","Well-off","Secure",5,1,0
705,"South","Rural","Female",54,"Primary","Informal","Low","Well-off","Severe",8,1,0
706,"South","Rural","Female",14,"Secondary+","Formal","Low","Average","Mild",8,1,0
707,"Central","Rural","Female",48,"Primary","Informal","Medium","Well-off","Secure",1,1,0
708,"North","Rural","Female",40,"Primary","Subsistence","High","Poor","Secure",5,1,0
709,"North","Rural","Male",36,"Primary","Formal","Medium","Poor","Secure",6,0,0
710,"North","Urban","Male",21,"None","Subsistence","Low","Well-off","Moderate",10,1,0
711,"Central","Rural","Male",43,"None","Formal","Medium","Well-off","Mild",3,1,0
712,"North","Rural","Female",25,"Primary","Informal","Medium","Well-off","Moderate",8,0,0
713,"Central","Urban","Male",45,"Secondary+","Subsistence","High","Average","Mild",10,0,0
714,"Central","Rural","Female",34,"Primary","Informal","Medium","Well-off","Mild",5,0,0
715,"South","Rural","Female",46,"Primary","Informal","Low","Average","Severe",1,0,1
716,"South","Urban","Male",51,"Secondary+","Informal","Low","Well-off","Moderate",6,1,0
717,"South","Rural","Male",39,"None","Formal","Medium","Poor","Secure",9,0,0
718,"South","Urban","Male",33,"Primary","Subsistence","Low","Well-off","Moderate",10,1,0
719,"Central","Rural","Male",38,"Secondary+","Formal","Medium","Poor","Severe",1,1,0
720,"Central","Urban","Male",37,"Secondary+","Subsistence","Low","Poor","Mild",8,0,1
721,"Central","Rural","Female",27,"Primary","Subsistence","High","Poor","Mild",9,0,0
722,"South","Rural","Male",36,"Primary","Informal","Medium","Poor","Secure",9,0,0
723,"South","Urban","Male",43,"None","Subsistence","High","Well-off","Severe",6,0,0
724,"South","Rural","Male",42,"Secondary+","Subsistence","High","Average","Moderate",2,1,0
725,"North","Rural","Male",49,"None","Informal","Medium","Poor","Secure",8,0,0
726,"South","Urban","Male",61,"Secondary+","Informal","Low","Average","Mild",5,0,0
727,"North","Urban","Male",49,"None","Subsistence","Low","Average","Mild",9,0,0
728,"South","Rural","Female",63,"Secondary+","Formal","Medium","Poor","Moderate",7,1,0
729,"Central","Rural","Female",37,"None","Formal","Medium","Poor","Secure",4,0,0
730,"North","Rural","Male",61,"None","Formal","Low","Poor","Secure",7,0,0
731,"North","Rural","Male",52,"Primary","Informal","Low","Well-off","Secure",5,1,0
732,"North","Rural","Male",31,"Secondary+","Formal","High","Average","Secure",6,0,0
733,"South","Rural","Male",50,"None","Subsistence","High","Average","Secure",6,0,0
734,"North","Urban","Male",30,"Secondary+","Formal","High","Well-off","Moderate",5,0,0
735,"Central","Rural","Male",56,"Secondary+","Formal","Low","Well-off","Secure",8,0,0
736,"North","Urban","Male",39,"None","Informal","Medium","Average","Mild",9,0,0
737,"South","Rural","Female",42,"Secondary+","Formal","High","Average","Severe",4,0,0
738,"South","Rural","Male",37,"None","Informal","Medium","Poor","Severe",5,0,0
739,"South","Urban","Male",35,"Secondary+","Formal","High","Well-off","Secure",5,0,0
740,"Central","Rural","Male",65,"Primary","Formal","High","Well-off","Severe",2,0,1
741,"South","Rural","Male",57,"Secondary+","Subsistence","Low","Average","Mild",4,1,1
742,"Central","Urban","Male",53,"Secondary+","Subsistence","Low","Well-off","Mild",2,0,0
743,"North","Rural","Male",46,"Primary","Informal","Low","Well-off","Mild",3,0,0
744,"South","Rural","Male",54,"Primary","Formal","Medium","Well-off","Secure",9,1,0
745,"Central","Rural","Male",53,"Secondary+","Informal","High","Well-off","Secure",3,1,0
746,"Central","Rural","Female",64,"Secondary+","Informal","High","Average","Mild",7,0,0
747,"North","Rural","Female",55,"None","Formal","High","Average","Mild",3,1,0
748,"Central","Rural","Female",43,"Secondary+","Subsistence","Medium","Average","Moderate",5,1,0
749,"North","Rural","Male",42,"Primary","Subsistence","Low","Poor","Mild",9,0,0
750,"Central","Rural","Female",39,"Secondary+","Informal","Low","Poor","Moderate",5,0,0
751,"South","Rural","Male",41,"None","Informal","High","Poor","Secure",3,0,0
752,"South","Urban","Male",42,"Primary","Formal","Medium","Average","Mild",10,1,1
753,"Central","Urban","Female",60,"Primary","Formal","Low","Poor","Mild",6,0,0
754,"Central","Rural","Male",17,"None","Formal","Low","Poor","Moderate",9,0,1
755,"North","Rural","Female",37,"Primary","Informal","Low","Poor","Moderate",9,1,0
756,"Central","Urban","Male",43,"Secondary+","Subsistence","High","Poor","Secure",8,1,0
757,"South","Urban","Male",30,"Primary","Subsistence","Medium","Average","Moderate",3,0,0
758,"Central","Urban","Male",64,"Primary","Subsistence","Low","Well-off","Moderate",3,1,0
759,"South","Rural","Male",42,"Primary","Formal","Low","Average","Secure",6,0,0
760,"North","Rural","Female",32,"Secondary+","Formal","High","Average","Secure",8,1,0
761,"Central","Urban","Male",34,"Primary","Subsistence","High","Poor","Moderate",6,0,0
762,"South","Urban","Male",55,"Secondary+","Subsistence","Medium","Poor","Mild",7,0,0
763,"North","Rural","Female",67,"Primary","Formal","Medium","Poor","Secure",8,0,0
764,"Central","Rural","Female",44,"Primary","Informal","High","Well-off","Secure",4,0,1
765,"South","Rural","Male",46,"Primary","Informal","Low","Average","Moderate",4,0,1
766,"Central","Rural","Female",34,"None","Formal","High","Average","Mild",1,0,0
767,"North","Rural","Male",61,"Secondary+","Formal","High","Average","Moderate",2,0,0
768,"South","Rural","Female",54,"Secondary+","Informal","Low","Average","Mild",6,0,1
769,"South","Urban","Female",17,"Secondary+","Subsistence","Low","Well-off","Moderate",6,0,0
770,"South","Urban","Male",37,"None","Subsistence","Medium","Poor","Secure",2,0,1
771,"North","Rural","Female",42,"Secondary+","Formal","Medium","Poor","Severe",2,1,0
772,"South","Urban","Female",32,"Secondary+","Subsistence","Medium","Poor","Secure",5,0,0
773,"Central","Rural","Male",42,"Secondary+","Formal","Medium","Well-off","Secure",10,0,0
774,"Central","Rural","Female",31,"None","Informal","Medium","Poor","Secure",8,1,0
775,"Central","Rural","Male",49,"Primary","Formal","Medium","Well-off","Moderate",8,1,1
776,"South","Rural","Male",49,"None","Formal","Medium","Well-off","Mild",4,0,0
777,"North","Rural","Male",55,"Secondary+","Subsistence","Low","Poor","Mild",10,1,0
778,"North","Rural","Male",50,"Primary","Informal","Medium","Well-off","Secure",10,1,1
779,"Central","Rural","Male",64,"None","Informal","High","Poor","Severe",7,0,1
780,"Central","Urban","Male",40,"Secondary+","Formal","Medium","Poor","Severe",9,1,0
781,"South","Rural","Male",19,"Primary","Subsistence","Low","Well-off","Moderate",7,1,0
782,"Central","Urban","Male",45,"Secondary+","Informal","High","Poor","Secure",2,0,0
783,"Central","Rural","Male",53,"Primary","Informal","Low","Average","Moderate",4,1,1
784,"North","Rural","Female",40,"Secondary+","Informal","Medium","Average","Secure",9,0,0
785,"South","Rural","Male",62,"Primary","Informal","Low","Well-off","Severe",2,1,0
786,"North","Urban","Female",58,"Secondary+","Subsistence","Low","Poor","Secure",7,1,0
787,"South","Urban","Male",51,"None","Subsistence","Medium","Poor","Mild",1,0,0
788,"South","Rural","Female",46,"Secondary+","Subsistence","Medium","Well-off","Moderate",4,1,1
789,"South","Urban","Female",38,"Secondary+","Subsistence","Low","Poor","Mild",2,0,1
790,"South","Rural","Male",43,"Primary","Formal","Low","Poor","Secure",8,0,0
791,"Central","Rural","Male",51,"Primary","Subsistence","Low","Poor","Moderate",4,0,0
792,"Central","Rural","Female",57,"Secondary+","Formal","High","Poor","Mild",4,0,1
793,"North","Rural","Female",41,"None","Formal","Medium","Well-off","Moderate",9,0,0
794,"North","Rural","Female",36,"Secondary+","Subsistence","Low","Poor","Severe",4,1,0
795,"South","Urban","Male",75,"None","Informal","Low","Poor","Moderate",1,1,1
796,"Central","Rural","Male",51,"Primary","Subsistence","Low","Average","Mild",3,0,0
797,"North","Rural","Male",34,"Secondary+","Informal","Medium","Average","Mild",9,0,0
798,"Central","Urban","Male",56,"None","Formal","Medium","Poor","Mild",7,0,1
799,"Central","Rural","Female",46,"None","Subsistence","Medium","Well-off","Moderate",7,1,0
800,"Central","Rural","Male",55,"Primary","Formal","High","Average","Moderate",9,0,0
801,"North","Urban","Male",46,"Primary","Formal","High","Poor","Moderate",10,1,1
802,"South","Rural","Female",44,"Secondary+","Subsistence","Medium","Poor","Secure",5,1,0
803,"South","Urban","Female",46,"Secondary+","Subsistence","High","Well-off","Moderate",2,1,0
804,"Central","Rural","Male",50,"Secondary+","Formal","High","Poor","Moderate",4,0,0
805,"Central","Rural","Male",38,"Secondary+","Subsistence","Low","Average","Secure",1,0,0
806,"Central","Urban","Female",37,"Secondary+","Informal","High","Average","Severe",5,0,0
807,"North","Rural","Male",43,"Primary","Subsistence","High","Average","Severe",1,0,0
808,"South","Urban","Male",47,"Secondary+","Subsistence","Low","Average","Mild",10,0,0
809,"North","Rural","Male",41,"None","Informal","High","Well-off","Secure",6,0,0
810,"Central","Rural","Male",49,"None","Formal","High","Well-off","Secure",3,0,0
811,"South","Rural","Male",32,"Primary","Informal","Low","Well-off","Severe",1,1,0
812,"North","Rural","Male",28,"Primary","Informal","Low","Well-off","Secure",8,1,1
813,"North","Urban","Male",68,"Secondary+","Subsistence","Medium","Well-off","Moderate",4,1,0
814,"Central","Urban","Female",50,"Secondary+","Formal","High","Poor","Secure",3,0,0
815,"South","Rural","Male",40,"None","Informal","Medium","Average","Secure",1,1,0
816,"North","Rural","Female",42,"Secondary+","Informal","High","Average","Secure",1,1,0
817,"Central","Rural","Male",54,"None","Informal","High","Poor","Secure",5,0,0
818,"North","Urban","Male",42,"Secondary+","Formal","Medium","Average","Secure",8,0,0
819,"North","Urban","Male",47,"Secondary+","Subsistence","Low","Average","Severe",1,0,0
820,"South","Rural","Male",42,"Primary","Formal","High","Average","Severe",10,1,0
821,"South","Rural","Male",39,"Primary","Informal","Medium","Average","Secure",1,0,0
822,"South","Urban","Male",52,"None","Subsistence","Low","Poor","Mild",7,0,0
823,"South","Urban","Male",47,"Primary","Informal","Low","Average","Moderate",4,1,0
824,"South","Rural","Female",61,"Primary","Informal","High","Well-off","Severe",7,0,1
825,"Central","Rural","Female",31,"Secondary+","Formal","Medium","Average","Secure",1,0,0
826,"South","Urban","Male",43,"Secondary+","Formal","Low","Average","Moderate",10,0,0
827,"Central","Urban","Female",42,"Primary","Informal","High","Poor","Moderate",2,0,0
828,"South","Rural","Male",32,"Secondary+","Formal","Low","Average","Secure",3,1,0
829,"Central","Urban","Male",57,"None","Informal","Medium","Average","Mild",1,1,0
830,"South","Urban","Male",44,"Primary","Formal","Medium","Well-off","Mild",3,1,0
831,"Central","Rural","Male",28,"Primary","Informal","High","Poor","Moderate",10,1,0
832,"Central","Rural","Male",38,"Secondary+","Informal","Low","Poor","Moderate",10,0,0
833,"South","Urban","Male",32,"None","Formal","Low","Average","Mild",3,0,0
834,"Central","Rural","Male",57,"Secondary+","Formal","Low","Well-off","Moderate",6,1,0
835,"North","Rural","Male",76,"Secondary+","Subsistence","High","Average","Mild",2,1,1
836,"South","Rural","Male",37,"None","Formal","Low","Average","Secure",5,1,0
837,"North","Rural","Male",44,"None","Subsistence","Medium","Well-off","Severe",9,0,0
838,"South","Rural","Female",48,"None","Subsistence","High","Average","Secure",2,0,0
839,"Central","Rural","Male",78,"None","Formal","Medium","Well-off","Severe",10,0,0
840,"North","Urban","Male",17,"Primary","Formal","Low","Average","Secure",3,0,0
841,"North","Rural","Male",39,"Secondary+","Subsistence","Medium","Poor","Mild",8,0,0
842,"South","Rural","Male",31,"Secondary+","Subsistence","Medium","Poor","Severe",8,0,0
843,"North","Rural","Male",42,"None","Formal","Medium","Well-off","Mild",8,1,0
844,"Central","Rural","Female",42,"None","Formal","Low","Well-off","Severe",4,1,0
845,"South","Rural","Male",36,"None","Informal","Medium","Average","Moderate",10,0,0
846,"South","Urban","Male",67,"Secondary+","Informal","Medium","Average","Moderate",4,0,1
847,"Central","Rural","Male",48,"Secondary+","Subsistence","High","Well-off","Moderate",10,1,1
848,"Central","Urban","Male",74,"Primary","Informal","Medium","Poor","Severe",10,1,0
849,"Central","Urban","Male",55,"Secondary+","Subsistence","High","Well-off","Mild",5,1,0
850,"South","Rural","Male",30,"Secondary+","Subsistence","Medium","Poor","Secure",1,0,0
851,"South","Rural","Male",36,"Primary","Subsistence","High","Poor","Secure",7,0,0
852,"South","Urban","Male",48,"Primary","Informal","Medium","Average","Secure",1,0,0
853,"Central","Rural","Female",38,"Secondary+","Formal","High","Poor","Secure",9,0,0
854,"North","Rural","Male",49,"Secondary+","Informal","Low","Well-off","Secure",10,1,0
855,"South","Rural","Male",54,"Secondary+","Informal","Medium","Poor","Secure",4,0,0
856,"South","Urban","Male",50,"None","Informal","Medium","Poor","Moderate",7,0,1
857,"South","Rural","Male",43,"Primary","Subsistence","Low","Well-off","Secure",4,0,0
858,"South","Urban","Male",37,"None","Informal","Medium","Average","Mild",6,0,0
859,"South","Urban","Male",30,"None","Formal","Medium","Well-off","Moderate",8,0,0
860,"South","Rural","Male",49,"Primary","Subsistence","Medium","Poor","Secure",10,0,0
861,"North","Rural","Female",56,"None","Informal","Low","Poor","Moderate",1,0,0
862,"North","Rural","Male",44,"Secondary+","Informal","High","Average","Secure",9,0,0
863,"North","Rural","Male",54,"Primary","Formal","High","Well-off","Secure",10,0,1
864,"North","Urban","Female",72,"Secondary+","Subsistence","Medium","Well-off","Mild",3,0,1
865,"North","Rural","Male",68,"Secondary+","Subsistence","Low","Well-off","Secure",7,0,0
866,"Central","Rural","Male",39,"None","Subsistence","Medium","Well-off","Moderate",5,1,0
867,"North","Rural","Male",52,"Secondary+","Subsistence","Low","Average","Severe",10,1,1
868,"Central","Rural","Female",37,"Primary","Formal","Low","Average","Secure",3,1,0
869,"Central","Urban","Female",53,"Primary","Formal","High","Average","Secure",9,0,0
870,"South","Rural","Male",44,"None","Formal","Medium","Average","Moderate",1,1,0
871,"South","Rural","Male",48,"Primary","Formal","Low","Poor","Mild",10,0,1
872,"North","Urban","Female",35,"Primary","Subsistence","Low","Well-off","Secure",1,0,0
873,"Central","Urban","Female",59,"Primary","Informal","Medium","Poor","Secure",5,0,0
874,"Central","Urban","Male",44,"Primary","Informal","High","Well-off","Severe",3,0,0
875,"North","Urban","Male",40,"None","Subsistence","Low","Well-off","Mild",5,0,0
876,"South","Rural","Male",44,"None","Informal","Low","Well-off","Severe",7,0,0
877,"South","Rural","Female",46,"Primary","Informal","Low","Average","Moderate",8,1,1
878,"Central","Rural","Male",65,"None","Informal","Medium","Poor","Secure",7,0,0
879,"North","Rural","Male",32,"None","Subsistence","High","Poor","Mild",8,0,0
880,"South","Rural","Female",75,"Primary","Informal","Medium","Poor","Severe",4,0,0
881,"Central","Urban","Male",36,"None","Subsistence","Medium","Poor","Secure",6,0,0
882,"North","Rural","Female",47,"Primary","Subsistence","Low","Average","Secure",3,0,0
883,"South","Rural","Male",20,"None","Subsistence","Medium","Poor","Moderate",4,0,0
884,"Central","Rural","Male",37,"Primary","Subsistence","Medium","Well-off","Moderate",9,1,0
885,"Central","Rural","Male",54,"Secondary+","Subsistence","Low","Average","Moderate",9,1,0
886,"Central","Rural","Male",51,"Secondary+","Subsistence","Low","Well-off","Moderate",4,1,0
887,"Central","Rural","Male",50,"Secondary+","Subsistence","Medium","Poor","Severe",6,0,0
888,"Central","Rural","Female",39,"None","Formal","Medium","Average","Moderate",10,0,0
889,"North","Rural","Female",23,"Secondary+","Informal","High","Poor","Moderate",2,0,0
890,"North","Rural","Male",32,"Secondary+","Informal","Low","Average","Mild",6,0,0
891,"South","Rural","Male",42,"Secondary+","Formal","Medium","Poor","Secure",9,0,0
892,"North","Rural","Female",52,"Secondary+","Formal","Low","Poor","Secure",5,0,0
893,"North","Rural","Female",55,"Primary","Informal","High","Well-off","Secure",6,0,0
894,"South","Rural","Male",41,"Primary","Formal","Medium","Poor","Severe",9,0,0
895,"North","Urban","Female",43,"None","Formal","High","Well-off","Moderate",6,0,0
896,"Central","Rural","Male",43,"Secondary+","Subsistence","Medium","Poor","Mild",7,0,1
897,"South","Urban","Male",46,"Secondary+","Formal","Medium","Poor","Mild",4,0,0
898,"South","Rural","Male",63,"Primary","Formal","Medium","Poor","Severe",5,1,0
899,"Central","Rural","Male",36,"None","Subsistence","Medium","Poor","Moderate",4,1,0
900,"Central","Rural","Female",43,"Secondary+","Informal","Low","Well-off","Mild",1,1,1
901,"North","Urban","Male",46,"None","Subsistence","Low","Poor","Secure",8,0,1
902,"South","Rural","Female",29,"Primary","Formal","Medium","Average","Moderate",5,1,0
903,"South","Urban","Male",34,"None","Informal","Low","Poor","Mild",9,0,1
904,"North","Rural","Male",47,"Secondary+","Formal","Medium","Well-off","Severe",6,0,0
905,"South","Rural","Female",50,"Primary","Subsistence","Low","Poor","Secure",9,0,0
906,"North","Rural","Female",59,"Secondary+","Subsistence","High","Average","Mild",9,1,0
907,"North","Rural","Female",39,"Secondary+","Subsistence","Low","Well-off","Mild",10,1,1
908,"Central","Urban","Male",62,"Secondary+","Subsistence","Low","Poor","Mild",4,1,0
909,"North","Urban","Male",35,"None","Informal","Medium","Average","Mild",6,1,0
910,"North","Rural","Male",26,"Secondary+","Formal","Medium","Well-off","Secure",5,0,0
911,"North","Rural","Male",22,"None","Subsistence","High","Poor","Moderate",5,0,0
912,"North","Urban","Male",58,"Secondary+","Subsistence","High","Average","Mild",4,1,0
913,"North","Urban","Male",49,"Secondary+","Subsistence","Medium","Average","Secure",5,1,1
914,"North","Urban","Male",43,"None","Subsistence","Low","Well-off","Secure",4,1,0
915,"South","Urban","Male",41,"None","Informal","High","Poor","Moderate",10,0,0
916,"South","Rural","Female",64,"Secondary+","Informal","Medium","Well-off","Mild",4,1,0
917,"North","Urban","Male",59,"None","Subsistence","Medium","Poor","Mild",3,0,1
918,"North","Rural","Male",33,"Secondary+","Formal","Medium","Poor","Mild",1,0,0
919,"South","Urban","Male",28,"None","Formal","Low","Average","Secure",7,1,0
920,"Central","Urban","Male",58,"None","Subsistence","Low","Well-off","Moderate",8,0,0
921,"Central","Urban","Female",52,"Secondary+","Formal","Low","Poor","Secure",4,1,0
922,"South","Rural","Male",39,"Secondary+","Informal","Low","Poor","Secure",1,0,1
923,"South","Urban","Female",50,"Primary","Formal","Low","Poor","Secure",9,0,0
924,"Central","Rural","Female",21,"None","Subsistence","Low","Average","Secure",10,0,0
925,"South","Urban","Male",37,"Primary","Informal","High","Poor","Moderate",8,0,0
926,"South","Urban","Male",50,"Secondary+","Formal","Low","Poor","Severe",4,0,0
927,"North","Urban","Female",44,"None","Informal","Medium","Well-off","Moderate",10,0,0
928,"Central","Rural","Male",30,"None","Subsistence","Low","Average","Secure",5,0,0
929,"Central","Rural","Male",57,"Secondary+","Informal","High","Well-off","Moderate",7,0,0
930,"Central","Rural","Male",59,"Secondary+","Informal","High","Poor","Mild",8,0,0
931,"Central","Rural","Female",34,"Primary","Informal","Low","Average","Moderate",7,0,0
932,"North","Rural","Male",43,"Primary","Informal","Medium","Average","Secure",5,0,1
933,"North","Urban","Female",54,"Secondary+","Formal","High","Well-off","Secure",2,0,0
934,"Central","Rural","Male",55,"Secondary+","Subsistence","High","Poor","Moderate",9,1,0
935,"Central","Rural","Male",39,"Primary","Informal","Low","Well-off","Secure",4,1,0
936,"North","Rural","Female",34,"Secondary+","Informal","Low","Poor","Moderate",7,1,0
937,"South","Rural","Male",49,"None","Formal","Low","Average","Moderate",5,0,0
938,"North","Rural","Male",22,"None","Subsistence","Medium","Well-off","Mild",3,0,0
939,"South","Urban","Female",34,"Secondary+","Formal","Medium","Well-off","Mild",7,1,0
940,"South","Rural","Male",54,"Primary","Formal","Medium","Poor","Secure",2,1,0
941,"Central","Urban","Male",25,"Secondary+","Informal","Low","Average","Moderate",10,0,0
942,"South","Rural","Female",31,"Primary","Subsistence","Medium","Well-off","Mild",9,0,1
943,"South","Rural","Male",42,"Secondary+","Subsistence","High","Average","Secure",4,1,0
944,"South","Urban","Male",41,"Primary","Subsistence","Medium","Average","Severe",6,0,0
945,"North","Rural","Male",24,"None","Informal","Medium","Poor","Mild",2,0,0
946,"South","Rural","Male",51,"None","Informal","High","Well-off","Secure",9,0,0
947,"North","Rural","Male",33,"Secondary+","Subsistence","Medium","Well-off","Moderate",8,1,0
948,"South","Urban","Male",43,"None","Subsistence","Medium","Average","Secure",3,0,0
949,"North","Urban","Female",43,"Primary","Formal","Low","Average","Moderate",3,0,0
950,"North","Rural","Male",53,"None","Informal","High","Poor","Moderate",4,0,0
951,"Central","Urban","Male",44,"Primary","Informal","Low","Well-off","Mild",10,0,0
952,"Central","Rural","Male",43,"Secondary+","Formal","Medium","Well-off","Severe",9,0,0
953,"North","Urban","Male",65,"Secondary+","Subsistence","Low","Well-off","Mild",3,0,0
954,"North","Rural","Female",49,"Primary","Subsistence","Medium","Average","Secure",6,0,1
955,"North","Rural","Female",52,"Primary","Subsistence","Medium","Well-off","Mild",3,0,1
956,"South","Urban","Male",51,"Primary","Informal","Medium","Poor","Moderate",2,1,1
957,"North","Urban","Female",52,"None","Subsistence","Low","Poor","Secure",8,0,0
958,"North","Urban","Male",61,"None","Subsistence","Low","Average","Secure",2,0,0
959,"Central","Urban","Female",44,"Secondary+","Informal","Low","Well-off","Secure",1,0,0
960,"North","Rural","Male",48,"Secondary+","Subsistence","Low","Well-off","Mild",8,0,0
961,"North","Urban","Female",69,"None","Informal","High","Average","Mild",2,0,1
962,"South","Urban","Male",39,"Secondary+","Formal","Low","Well-off","Secure",4,1,1
963,"Central","Urban","Male",60,"Secondary+","Informal","High","Poor","Secure",6,0,0
964,"South","Urban","Female",38,"None","Informal","High","Average","Mild",5,0,0
965,"Central","Rural","Male",66,"Secondary+","Informal","Medium","Average","Secure",8,1,0
966,"South","Urban","Male",37,"Primary","Subsistence","High","Well-off","Moderate",9,0,0
967,"North","Rural","Female",35,"None","Subsistence","Medium","Well-off","Severe",4,0,0
968,"Central","Rural","Male",57,"Primary","Formal","Low","Average","Secure",7,1,0
969,"Central","Rural","Female",57,"Secondary+","Informal","High","Well-off","Secure",8,0,0
970,"Central","Rural","Male",52,"Primary","Informal","Low","Average","Mild",6,1,0
971,"Central","Rural","Female",48,"None","Subsistence","High","Average","Moderate",10,0,0
972,"Central","Rural","Male",48,"None","Formal","High","Well-off","Moderate",2,0,0
973,"North","Urban","Male",70,"None","Formal","Medium","Poor","Mild",8,1,0
974,"South","Rural","Male",28,"None","Informal","Low","Average","Severe",5,0,0
975,"Central","Rural","Male",33,"Primary","Formal","Medium","Poor","Severe",10,0,1
976,"South","Rural","Male",30,"Primary","Subsistence","Medium","Poor","Moderate",3,0,0
977,"Central","Rural","Female",57,"Primary","Informal","Medium","Average","Secure",2,0,1
978,"North","Rural","Male",42,"None","Formal","Medium","Well-off","Secure",3,0,0
979,"South","Rural","Male",43,"Secondary+","Formal","Medium","Poor","Mild",9,0,1
980,"Central","Urban","Female",66,"None","Formal","Low","Poor","Severe",1,1,1
981,"South","Rural","Male",38,"Secondary+","Formal","Medium","Poor","Moderate",1,0,0
982,"Central","Rural","Female",69,"Primary","Subsistence","Low","Poor","Secure",9,1,0
983,"South","Rural","Female",28,"None","Formal","Low","Average","Severe",10,0,0
984,"South","Urban","Female",61,"None","Subsistence","Low","Poor","Severe",3,0,1
985,"Central","Rural","Male",49,"Secondary+","Informal","Low","Poor","Mild",4,0,0
986,"Central","Rural","Female",40,"Secondary+","Formal","High","Well-off","Secure",9,0,0
987,"Central","Rural","Male",43,"Secondary+","Formal","Low","Well-off","Moderate",6,1,0
988,"South","Urban","Male",61,"Secondary+","Informal","Medium","Average","Moderate",5,0,0
989,"North","Rural","Female",65,"None","Formal","Medium","Well-off","Secure",7,1,0
990,"North","Rural","Female",25,"Primary","Formal","Medium","Well-off","Secure",9,0,0
991,"North","Rural","Female",86,"None","Subsistence","Low","Well-off","Secure",4,0,0
992,"South","Rural","Male",76,"Secondary+","Informal","Medium","Poor","Secure",2,1,0
993,"North","Rural","Male",39,"Primary","Informal","High","Poor","Secure",2,0,1
994,"Central","Rural","Female",44,"None","Formal","Low","Well-off","Mild",5,1,0
995,"South","Rural","Female",37,"None","Informal","Medium","Poor","Secure",5,0,0
996,"North","Rural","Male",44,"None","Informal","High","Average","Mild",7,1,0
997,"Central","Rural","Male",54,"Primary","Formal","Low","Well-off","Secure",5,1,0
998,"Central","Urban","Female",46,"Primary","Formal","High","Well-off","Secure",10,0,0
999,"South","Urban","Male",47,"Primary","Formal","Low","Poor","Moderate",5,0,0
1000,"Central","Rural","Male",63,"Primary","Informal","Low","Poor","Moderate",4,0,0
1001,"Central","Urban","Female",19,"None","Subsistence","Low","Poor","Secure",6,1,0
1002,"South","Rural","Male",39,"Secondary+","Subsistence","Medium","Well-off","Moderate",7,1,0
1003,"Central","Rural","Female",47,"Secondary+","Formal","Low","Poor","Severe",1,0,0
1004,"North","Rural","Male",36,"Primary","Formal","Low","Well-off","Mild",8,1,0
1005,"South","Urban","Male",58,"Secondary+","Formal","High","Average","Severe",4,0,0
1006,"North","Urban","Male",40,"None","Formal","High","Poor","Moderate",8,0,1
